rpc,3,1,1,1315500
rpc,3,1,2,1583400
rpc,3,1,3,1454800
rpc,3,1,4,737300
rpc,3,2,1,6389100
rpc,3,1,5,2440700
rpc,3,2,2,4591300
rpc,3,1,6,2388800
rpc,3,2,3,2178400
rpc,3,3,1,2388800
rpc,3,1,7,131100
rpc,3,2,4,1575300
rpc,3,1,8,2250600
rpc,3,2,5,1862200
rpc,3,1,9,504300
rpc,3,3,2,1519700
rpc,3,2,6,1889600
rpc,3,1,10,0
rpc,3,3,3,1488300
rpc,3,2,7,1526100
rpc,3,3,4,518800
rpc,3,1,11,2764700
rpc,3,3,5,1565300
rpc,3,2,8,0
rpc,3,1,12,0
rpc,3,3,6,8126900
rpc,3,2,9,1488900
rpc,3,1,13,547100
rpc,3,3,7,2779000
rpc,3,1,14,2741400
rpc,3,3,8,3316200
rpc,3,2,10,505100
rpc,3,3,9,659500
rpc,3,1,15,2059900
rpc,3,2,11,1680800
rpc,3,3,10,504300
rpc,3,1,16,590300
rpc,3,3,11,3240100
rpc,3,2,12,2364000
rpc,3,3,12,1369200
rpc,3,1,17,1182200
rpc,3,2,13,514400
rpc,3,3,13,2235600
rpc,3,1,18,1349700
rpc,3,2,14,0
rpc,3,1,19,657200
rpc,3,3,14,3750400
rpc,3,2,15,607100
rpc,3,1,20,0
rpc,3,3,15,376200
rpc,3,1,21,940700
rpc,3,2,16,0
rpc,3,3,16,70600
rpc,3,1,22,702700
rpc,3,2,17,0
rpc,3,3,17,693100
rpc,3,1,23,584300
rpc,3,3,18,0
rpc,3,2,18,0
rpc,3,1,24,6422100
rpc,3,2,19,1592000
rpc,3,1,25,28158300
rpc,3,2,20,7314200
rpc,3,1,26,5032800
rpc,3,2,21,574200
rpc,3,1,27,1770000
rpc,3,3,19,684000
rpc,3,2,22,3066700
rpc,3,1,28,3926700
rpc,3,3,20,634300
rpc,3,2,23,7925100
rpc,3,3,21,8467300
rpc,3,2,24,9960300
rpc,3,3,22,1286800
rpc,3,2,25,3766300
rpc,3,1,29,2025700
rpc,3,3,23,4373800
rpc,3,1,30,6134200
rpc,3,3,24,3872700
rpc,3,1,31,4192500
rpc,3,2,26,4419900
rpc,3,3,25,3070500
rpc,3,2,27,10348600
rpc,3,3,26,4314900
rpc,3,2,28,2917000
rpc,3,1,32,698700
rpc,3,2,29,0
rpc,3,1,33,4139800
rpc,3,2,30,674700
rpc,3,1,34,4090400
rpc,3,3,27,0
rpc,3,2,31,1842100
rpc,3,1,35,785500
rpc,3,3,28,3215400
rpc,3,2,32,0
rpc,3,1,36,693900
rpc,3,3,29,2666900
rpc,3,2,33,1060900
rpc,3,1,37,505100
rpc,3,3,30,1582800
rpc,3,2,34,1514700
rpc,3,1,38,2764700
rpc,3,3,31,556900
rpc,3,2,35,556900
rpc,3,1,39,0
rpc,3,3,32,3130300
rpc,3,2,36,3465000
rpc,3,1,40,1342700
rpc,3,3,33,526100
rpc,3,1,41,2901000
rpc,3,3,34,512800
rpc,3,2,37,1293800
rpc,3,3,35,1253500
rpc,3,1,42,1220100
rpc,3,3,36,1294000
rpc,3,2,38,2024500
rpc,3,1,43,1759400
rpc,3,3,37,505600
rpc,3,2,39,4211200
rpc,3,3,38,0
rpc,3,1,44,1946600
rpc,3,2,40,0
rpc,3,3,39,119500
rpc,3,1,45,504200
rpc,3,2,41,505200
rpc,3,3,40,3429900
rpc,3,1,46,5276300
rpc,3,2,42,2336800
rpc,3,1,47,1991900
rpc,3,3,41,1998000
rpc,3,1,48,4313400
rpc,3,3,42,1003000
rpc,3,2,43,649300
rpc,3,1,49,1915500
rpc,3,2,44,551800
rpc,3,3,43,0
rpc,3,1,50,0
rpc,3,2,45,0
rpc,3,3,44,6507100
rpc,3,1,51,1713400
rpc,3,2,46,166100
rpc,3,3,45,196700
rpc,3,1,52,2303300
rpc,3,2,47,1938700
rpc,3,1,53,0
rpc,3,3,46,3738100
rpc,3,2,48,2948900
rpc,3,3,47,586700
rpc,3,2,49,1733200
rpc,3,1,54,1982400
rpc,3,3,48,1188900
rpc,3,2,50,115800
rpc,3,1,55,2141000
rpc,3,3,49,2122400
rpc,3,2,51,1266000
rpc,3,3,50,1216700
rpc,3,1,56,1164400
rpc,3,3,51,1729100
rpc,3,2,52,505500
rpc,3,1,57,1528800
rpc,3,3,52,1145900
rpc,3,2,53,504800
rpc,3,1,58,3833200
rpc,3,3,53,1669500
rpc,3,2,54,504100
rpc,3,1,59,1025400
rpc,3,2,55,577400
rpc,3,1,60,541300
rpc,3,3,54,1772800
rpc,3,2,56,508000
rpc,3,1,61,2525400
rpc,3,3,55,1650300
rpc,3,1,62,1444600
rpc,3,2,57,741800
rpc,3,3,56,2333700
rpc,3,1,63,506000
rpc,3,2,58,3807900
rpc,3,3,57,1846700
rpc,3,1,64,1036500
rpc,3,2,59,2209600
rpc,3,3,58,1373300
rpc,3,1,65,1666800
rpc,3,3,59,504300
rpc,3,2,60,2499100
rpc,3,1,66,2791500
rpc,3,2,61,0
rpc,3,3,60,103100
rpc,3,1,67,589500
rpc,3,2,62,1387900
rpc,3,1,68,627900
rpc,3,3,61,2208200
rpc,3,1,69,505500
rpc,3,2,63,2514200
rpc,3,3,62,4878000
rpc,3,1,70,4102000
rpc,3,3,63,986000
rpc,3,1,71,141000
rpc,3,2,64,1806900
rpc,3,3,64,784600
rpc,3,1,72,2062700
rpc,3,2,65,0
rpc,3,3,65,593400
